,POSTS,PREPROCESSED_POSTS,LUBIE_TO,SUPER,TRZYMAJ_SIE,HAHA,WOW,PRZYKRO_MI,WRR,ALL_REACTIONS,COMMENTS,POLARITY,SUBJECTIVITY,SIMILARITY_TO_BEST,POSTS_LENGTH,POSTS_SENTIMENT,TWENTY_REACTS_BAYES,FIFTY_REACTS_BAYES,HUNDRED_REACTS_BAYES,TWO_HUNDRED_REACTS_BAYES
505," Siema chłopy pisze pierwszy post bo potrzebuje porady. Wiem że już były posty o goleniu ale nie znalazłem tam odpowiedzi dla siebie. Mam bardzo twardy zarost na twarzy i niestety bardzo szybko mi rośnie... jak ogole sie rano to wieczorem juz mam wloski, poza tym kazdy rosnie jakby pod innym katem dlatego ciezko golic sie z wlosem czy pod wlos bo kazdy rosnie inaczej... i tutaj mam problem bo gole sie jednorazowkami a zawsze to sie konczy spora iloscia krwi i podraznieniami. probowalem roznych maszynek i tych drogich i tych tanszych i zawsze to samo. przy goleniu niewazne jak z jaka pianka czy jaka maszynka w niektorych miejacach czuje jakbym wyrywal wlosy ze skora. chcialem kupic maszynke elektryczna ze moze bedzie lepiej i myslalem o oneblade ale zalezy mi na tym by sie golic na 0 a oneblade chyba zostawia troche? odrazu przepraszam za pisownie bo nie umiem pisac i moze was to razic w oczy. jak macie jakies podobne doswiadczenia rady to piszcie Moze polecicie mi cos co rozwiaze problem.",siema chłopy pisać pierwszy posta potrzebować porada wiedzieć posta golenie znaleźć odpowiedź siebie mieć twardy zarost twarz niestety szybko rosnąć ogole rano wieczór mieć wloski rosnie kat ciezko golic wlosem wlos rosnie inaczej mieć problem gol jednorazowkami konczy spory iloscia krew podraznieniami probowalem roznych maszynka drogi tanszych golenie niewazne jaka pianka jaka maszynka niektorych miejacach czuć jakbym wyrywal wlosy skora chcialem kupic maszynke elektryczny myslalem oneblade zalezy golic oneblade chyba zostawiać troche odrazu przepraszać pisownie umieć pisac razic oko mieć jakies podobny doswiadczenia rada pisać polecić rozwiaze problem,6,1,0,0,0,0,0,7,25,0.0,0.0,0.869440464773434,187,1.0,0,0,0,0
506," Siema chłopaki, ogólnie chciałem o poradę się zapytać, ponieważ jestem cholernie znerwicowanym człowiekiem i nie potrafiący się uspokoić, bardziej w środku. Zaczęło się dwa lata temu wszystko, kiedy byłem smieszkiem jak Najman bokserem, ale mniejsza. Chodzi o to, że przez naprawdę dość krótki okres mojej egzystencji z chłopaka szczęśliwego i pełnego wigoru zmieniłem się w bez życia chłopaka, co nie potrafi z łóżka wstać, chcę wykluczyć depresję, ponieważ psycholog i psychiatrą mnie wyśmiały XD Mieszkam sam od 17 roku życia, jak coś to mam chatę na wyłączność, bo bliżej miasta itd. zwiedziłem trochę świata, byłem w USA, ale po pewnych komplikacjach z moją dziewczyną, około rok temu nie wytrzymałem i wróciłem do Polski, był to wyjazd na dwa miesiące do roboty. Ogólnie cholernie dużo głupich rzeczy zrobiłem, ale dałem jakoś radę fajki rzucić i zmienić pewne nawyki, ale wciąż czuję, że coś jak depresja jak fatum jest ze mną. Nie mam perspektyw, chcę pójść na studia i tyle. Chciałbym, też jakimś lekiem, czy czymś uspokoić się i wyłączyć, ponieważ naprawdę jest to już uciążliwe czuć się tak jak się czuję. Jeżeli ktoś ma poradę jaki środek jest dobry na tego typu problemy, proszę o wskazówki.",siema chłopak ogólnie chcieć porada zapytać cholernie znerwicowany człowiek potrafiący uspokoić środek zacząć rok byłem smieszkiem najman bokser mały chodzić naprawdę krótki okres mojej egzystencja chłopak szczęśliwy pełny wigor zmienić życie chłopak potrafić łóżko wstać chcieć wykluczyć depresja psycholog psychiatra wyśmiać xd mieszkać rok życie mieć chata wyłączność blisko miasto itd zwiedzić trochę świat usa pewnych komplikacja moją dziewczyna rok wytrzymać wrócić Polska wyjazd miesiąc robota ogólnie cholernie głupi rzecz zrobić dać rada fajka rzucić zmienić pewne nawyk wciąż czuć depresja fatum mieć perspektywa chcieć pójść studium tyle chcieć jakimś lek czymś uspokoić wyłączyć naprawdę uciążliwy czuć czuć mieć porada środek dobry typ problem prosić wskazówka,2,0,3,0,0,0,0,5,15,0.0,0.0,0.9182559974244008,227,0.19999999999999996,0,0,0,0
507," siema chlopy mam pewien problem Kilka lat temu poznalem moja kolezanke, ladna byla ale nie oczekiwałem niczego więcej bo ja i ona byliśmy w związku, widzielismy sie kilka razy w roku, ja robiłem swoje rzeczy ona swoje. Rok temu postanowiłem, że do niej napisze, okazała sie być bardzo fajna i super nam sie kleila rozmowa, malo sie widzieliśmy, bo często nam cos wypadało, ale bardzo dużo pisaliśmy i snapowalismy. Po okolo dwóch miesiącach zobaczyłem w niej coś więcej niż tylko przyjaciółkę i próbowałem ją poderwać ale chyba zrobiłem źle bo sfriendzonowala XD juz chuj pogodziłem się z tym, w międzyczasie jakiś tam glow(up?) zrobiłem. Napisała do mnie po kilku miesiącach, kontakt się odmówił, trochę więcej zaczęliśmy się spotykać i kilka razy miałem wrażenie jakby chciała czegoś więcej. Byłem trochę zdezorientowany i nie wiedziałem co mam robić. Gdy już postanowiłem że powiem jej o wszystkim, kontakt nagle z dupy zaczął zanikać. W sumie to nic się nie wydarzyło ani dobrego ani złego w tym czasie, więc nie wiem co mogło pójść nie tak. No trochę smutno mi było a każde próby nawiązania kontaktu, żeby o tym pogadać kończyły się zlewaniem z jej strony. Znow ze wszystkim się juz pogodziłem i znowu napisała do mnie po kilku miesiącach, wkurzylem sie juz trochę i zanim doszło do jakiejś dłuższej rozmowy to poprosiłem o spotkanie żeby porozmawiać o tym co zaszło (przy okazji chciałem jej powiedzieć że podobała mi się bo juz miałem dosc tego i się męczyłem strasznie i chciałem wiedzieć na czym stoje). Wszystko spoko mam już jechać w umówione miejsce a ona pisze czy nie możemy tego przesunąć bo musi się uczyć do szkoły bo ma ważny test, powiedziałem że mi to nie pasuje i prawdopodobnie dostanę kwarantannę i zobaczymy się najwcześniej za 2 tygodnie, mimo tego trzymała swoje i dalej prosiła. Zgodziłem się, faktycznie się chyba uczyła ale strasznie krótko bo wieczorem wysłała mi snapa jak jest na jakiejs posiadówce xd Długo nie miałem ochoty mieć z nią żadnego kontaktu ale uczucia chyba wróciły i ona znów do mnie pisze. Co byście zrobili w mojej sytuacji? Wyjebane juz i poradzić sobie czy może spróbować jeszcze porozmawiać o tym? Nie ukrywam mam miękkie serce i nie potrafię się gniewać ale mam wrażenie że jak jest tak niezdecydowana to mogło by się później na mnie znów odbijać. Z drugiej strony bardzo mi się podoba i nigdy lepiej mi się nie gadało z babą niż z nią :   edit: nie miala chłopaka juz chłopaka od dawna, w tym jak zacząłem z nią pisać rok temu",siema chlopy mieć pewien problem rok poznalem kolezanke ladna oczekiwać niczego związek widzielismy rok robić rzecz rok postanowić napisać okazać fajny super kleila rozmowa malo widzieć wypadać pisać snapowalismy okolo miesiąc zobaczyć przyjaciółka próbować poderwać chyba zrobić źle sfriendzonowala xd chuj pogodzić międzyczas glow up zrobić napisać miesiąc kontakt odmówić trochę zacząć spotykać mieć wrażenie chcieć czegoś byłem trochę zdezorientowany wiedzieć mieć robić postanowić powiedzieć kontakt nagle dupa zacząć zanikać suma wydarzyć dobry zły czas wiedzieć móc pójść trochę smutno każde próba nawiązanie kontakt pogadać kończyć zlewaniem strona pogodzić napisać miesiąc wkurzylem trochę zanim dojść jakiejś długi rozmowa poprosić spotkanie porozmawiać zajść okazja chcieć powiedzieć podobać mieć męczyć strasznie chcieć wiedzieć czym stoje spoko mieć jechać umówione miejsce pisać móc przesunąć musić uczyć szkoła mieć ważny test powiedzieć pasować prawdopodobnie dostać kwarantanna zobaczyć wcześnie tydzień trzymać prosić zgodzić faktycznie chyba uczyć strasznie krótko wieczór wysłać snapa jakiejs posiadówce xd długo mieć ochota mieść żadnego kontakt uczucie chyba wrócić pisać byście zrobić mojej sytuacja wyjebane poradzić móc spróbować porozmawiać ukrywać mieć miękki serce potrafić gniewać mieć wrażenie zdecydowany móc późno odbijać drugi strona podobać gadać baba edit miala chłopak chłopak dawny zacząć pisać rok,0,0,74,0,0,0,0,76,95,0.3333333333333333,0.6666666666666666,0.9127855776684873,464,0.9473684210526316,0,1,0,0
508," Ey chłopy jak sobie radzić z zazdrością, że moja dziewczyna miała innych partnerów seksualnych niż ja? Na codziennie zupełnie nie mam z tym problemu, bo każdy w tym i ja ma swoją przeszłość, ale raz na jakiś czas przypomnę sobie o tym fakcie i po prostu przeżywam to, a chciałbym zupełnie zażegnać tego typu sytuacje.",ey chłopy radzić zazdrość dziewczyna mieć partner seksualny codziennie zupełnie mieć problem mieć swoją przeszłość czas przypomnieć fakt prosty przeżywać chcieć zupełnie zażegnać typ sytuacja,7,0,9,4,0,0,0,23,43,0.0,0.0,0.9125399101990461,62,0.21739130434782616,0,0,0,0
509," Siema chłopy! Jest tu ktoś kto nie skończył lub zrezygnowal ze szkółki i jakoś żyje i zarabia hajs? Jestem w bardzo niefajnej sytuacji ze szkołą. Mieszkam w dużym miescie i poszedłem do liceum bo kazdy idzie i dlatego że rodzice nie brali pod uwagę innej opcji. Ale odkąd pamiętam nienawidzę szkoły. Od podstawówki uciekalem z lekcji lub po prostu nie przychodziłem, bo psychicznie nie dawałem rady usiedzieć tam więcej niż 34 h. Chciałem powtórzyć drugą klase, miałem jedynki z głównych przedmiotów, ale ktos wymyślił że w tamtym roku kazdego puszczają. Teraz jestem w klasie maturalnej i odkąd jest zdalne nauczanie nie byłem na zajęciach zadnych. W dzienniku wszystko na czerwono przez co jeszcze bardziej psycha siada. Sytuacja jest hujowa, bo nawet gdybym coś zaczął sie uczyć, to juz gowno by z tego wyszlo. Załamuje sie bo ciągle słyszę że bez szkoły nie da sie żyć, że nic nie osiągnę. Szukam jakiejs porady co zrobic w sytuacji bez wyjscia, lub po prostu wsparcia bo niedługo juz mi psycha siądzie Edit: od kilku lat bardzo sie jaram linami i wspinaczką na drzewa więc jakies hobby mam. Chcialbym zostać arborystą takim profesjonalnym, planuję zrobic kursy",siema chłop skończyć zrezygnowal szkółka żyć zarabiać hajs fajny sytuacja szkoła mieszkać duży miescie pójść liceum iść rodzica brać uwaga opcja odkąd pamiętać nawidzić szkoła podstawówka uciekalem lekcja prosty przychodzić psychicznie dawać rada usiedzieć h chcieć powtórzyć drugi klase mieć jedynka główny przedmiot wymyślić tamtym rok kazdego puszczać klasa maturalny odkąd zdalny nauczanie zajęcie dziennik czerwono psycha siadać sytuacja hujowa gdybym zacząć uczyć gowno wyszlo załamywać ciągle słyszeć szkoła dać żyć osiągnąć szukać jakiejs porada zrobic sytuacja wyjscia prosty wsparcie niedługo psycha siąść edit rok jarać lina wspinaczka drzewo jakies hobby mieć chcialbym zostać arborystą takim profesjonalnym planować zrobic kurs,15,0,10,0,0,0,0,27,116,0.0,0.0,0.9138180371426182,214,0.2592592592592593,0,0,0,0
510," Siemka chłopaki. Przejrzałem grupę i nigdzie nie znalazłem tematu o zbyt dużym libido u nas, facetów. Szczerze ujmując sam mam bardzo duże libido i jestem ciekaw czy niektórzy z was też tak mają i jak sobie z tym radzą. Dodam że np potrafię się kochać ze swoją kobieta, a po 2 godzinach znów mam ogromną ochotę na seks. P.S siłka i wysiłek fizyczny raczej nie pomoże bo pracuje fizycznie i nie zmienia to tematu P.F.A",Siemek chłopak przejrzeć grupa nigdzie znaleźć temat zbyt duży libido facet szczerze ujmować mieć duży libido ciekawy niektórzy mieć radzić dodać np potrafić kochać swoją kobieta godzina mieć ogromny ochota seks p s siłka wysiłek fizyczny raczej pomóc pracować fizycznie zmieniać temat p f,25,0,0,44,0,10,0,81,62,0.0,0.0,0.9134990446744947,88,0.7530864197530864,0,1,0,0
511," Chłopy, byki, byczki, byczunie mam problem z którym nie wiem co zrobić xD otóż mam 21 lat a nie przeszedłem mutacji, znaczy zacząłem ją ale w wieku 17 lat miałem operację wycięcia tarczycy i się wszsytko wtedy zatrzymało. Mam damski głos, zawsze jak gadam z kimś przez telefon to zwraca się do mnie per pani, nawet mi to nie przeszkadzało bo mogę największe bzdury pleść a potem nie bedzie na mnie, no ale jednak chciałbym coś z tym zrobić xD żeby ten głos był jak u męzczyzny",chłopy byk byczek byczunie mieć problem wiedzieć zrobić xd otóż mieć rok przejść mutacja znaczyć zacząć wieko rok mieć operacja wycięcie tarczyca wszsytko zatrzymać mieć damski głos gadać telefon zwracać per przeszkadzać móc wielki bzdura pleść potem chcieć zrobić xd głos męzczyzny,6,0,25,0,0,5,0,37,54,0.0,0.0,0.8927450814126734,96,0.6216216216216217,0,0,0,0
512," Na samym początku ostrzegam, że będzie to lektura. Otóż kilka miesięcy przeprowadziłem się do Norwegii, uczę się języka i za niedługo idę do pracy. Nie mam tutaj nikogo, prócz rodziny i tutaj jest problem taki, że jestem osobą introwertyczną, trudno mi nawiązywać relacje międzyludzkie, ale nie trudno otworzyć mi buzię do kogoś. Powoli zaczyna mi siadać psycha, są dni w których o tym nie myślę, a są w których normalnie się przekręcam. Powoli nachodzą mnie pomysły, doskonale wiem co chciałbym robić w życiu i wiem, że sobie poradzę z każda mniejsza czy większą sytuacja. Chciałbym napisać maturę międzynarodowa i studiować gdzieś za granicą(nauka języka nie jest dla mnie żadnym wyzwaniem), ale tutaj są pieniążki potrzebne, a wiec pomyślałem, że jeśli pomimo pójścia do pracy i prawdopodobieństwa, że kogoś poznam mogę sobie zarobić w Norwegii i zacząć nowe życie(od tego się wszystko zaczęły, są plany) tutaj za granicą lub wrócić do Polski z jakąś konkretną sumką i założyć firmę. Plany również były są, żeby założyć firmę w Norwegii i mieszkać w Polsce, albo w Polsce założyć firmę i w niej żyć. Chciałbym się przeprowadzić do innego miasta niż którym obecnie mieszkałem tutaj mam pomysły w głowie głównie Warszawkę, Kraków, bądź Wrocław. Z teraźniejszym polskim rządem jest coraz gorzej w mojej opinii i tu też są obawy, że ich sprawunki mogą mi tylko utrudniać życie w Polsce. Większość osób ma podzielone zdania do mieszkania w Polsce jedni by chcieli drudzy by wyjechali i nie wracali. Takimi osobami są moi znajomi, przyjaciele, którzy mówią mi, ze jeśli się męczę psychicznie za granicą to lepiej będzie jak wrócę i tutaj jakoś sobie rozplanuje życie, lecz w dużej perspektywie czasu wyprowadziłbym się z Polski gdzieś indziej, może znowu Norwegia, USA czy gdzieś. Nie ukrywam, że Skandynawia to moje marzenie, żeby tu mieszkać, ale po co się męczyć psychicznie teraz, gdy mogę wrócić do niej za pare lat. Pobrałem Tindera, żeby nawet poznać kogokolwiek w Norwegii z okolicy(mieszkam na wsi), ale żadna relacja nie trwała dużej niż kilka godzin czy dnia. Były momenty, w których ktoś się mnie zapytał skąd się przeprowadziłem, ja odpowiedziałem, że z Polski, po tej odpowiedzi już był brak kontaktu. Są osoby, które coś napiszą a potem nie odpisują lub które wgl nie odpisują. Mam obawy, że w Polsce nie uda mi się rozwinąć firmy i nie uzbieram pieniądzy na studia za granicą, ale z drugiej strony mam możliwości w Norwegii zarobienia pieniędzy z męczarnią psychiczną i obawą przed brakiem znajomych. Jeśli chodzi o powrót do Polski to przeprowadzka na własną rękę w inne miasto, tak jak wyżej powiedziałem jest realna jak najbardziej. Brakuje mi w cholerę jakiejkolwiek bliskości, od 3 lat jestem sam i czuję się po prostu źle i mam obawy, ze nikogo tutaj nie poznam. Tęsknię za znajomymi, rodziną i wiem, że w Polsce byłoby mi prościej po prostu. Co o tym sądzicie?",początek ostrzegać lektura otóż miesiąc przeprowadzić Norwegia uczyć język niedługo iść praca mieć nikogo prócz rodzina problem osoba introwertyczny trudno nawiązywać relacja międzyludzki trudno otworzyć buzia kogoś powoli zaczynać siadać psycha dzień myślić normalnie przekręcać powoli nachodzić pomysł doskonale wiedzieć chcieć robić życie wiedzieć poradzić każda mały wielki sytuacja chcieć napisać matura międzynarodowy studiować granica nauka język wyzwanie pieniążek potrzebny wiec pomyśleć pójście praca prawdopodobieństwo kogoś poznać móc zarobić Norwegia zacząć nowy żyto zacząć plan granica wrócić Polska jakąś konkretny sumka założyć firma plan założyć firma Norwegia mieszkać Polska Polska założyć firma żyć chcieć przeprowadzić miasto obecnie mieszkać mieć pomysł głowa głównie warszawkę Kraka bądź wrocław teraźniejszy polski rząd źle mojej opinia obawa sprawunek móc utrudniać żyto Polska większość osoba mieć podzielone zdanie mieszkanie Polska chcieć drugi wyjechać wracać takimi osoba znajomy przyjaciel mówić męczyć psychicznie granica wrócić rozplanować żyto duży perspektywa czas wyprowadzić Polska indziej norwegia usa ukrywać skandynawia marzenie mieszkać męczyć psychicznie móc wrócić pare rok pobrać tindera poznać kogokolwiek Norwegia okolica mieszkać wieś relacja trwać duży godzina dzień moment zapytać przeprowadzić odpowiedzieć Polska odpowiedź brak kontakt osoba napisać potem odpisywać wgl odpisywać mieć obawa Polska udać rozwinąć firma uzbierać pieniądzy studium granica drugi strona mieć możliwość Norwegia zarobienia pieniądz męczarnia psychiczny obawa brak znajomy chodzić powrót Polska przeprowadzka własny ręka miasto wysoko powiedzieć realny brakować cholera jakiejkolwiek bliskość rok czuć prosty źle mieć obawa nikogo poznać tęsknić znajomy rodzina wiedzieć Polska prosto prosty sądzić,2,0,3,1,0,0,0,6,7,0.0,0.0,0.9169736801534106,548,0.0,0,0,0,0
513," Siema chłopy. Ogolnie rzecz biorąc nigdy nie miałem takiej stałej ekipy jak w memach me and the boys I zawsze było mi przykro z tego powodu. Wynikalo to z tego, że zazwyczaj byłem obiektem żartów i raczej nie po drodze mi było zżyć się z nimi. Szukam jakiejś fajnej ekipy, co to można było razem pograć, pośmiać się, wyżalić w razie potrzeby, wejść wieczorkiem na discorda i pogadać Lubie grać we wszystkie gry coop czy online jak: Dbd Warzone Minecraft Among Ogolnie rzecz biorąc to jestem do tańca i do różańca. Mam 20 lat, jestem z Wrocka i jak wiele z nas jaram się cyberlunkiem i nie mogę się go doczekać, bo jestem fanem wiedzmina od 9 roku życia TRAKTUJCIE TEN POST TAKŻE ŻEBY I SOBIE LUDZI DO GRY ITD",siema chłop ogolnie rzecz brać mieć takiej stały ekipa memach me and the boys przykro powód wynikalo zazwyczaj byłem obiekt żart raczej droga zżyć szukać jakiejś fajny ekipa razem pograć pośmiać wyżalić potrzeba wejść wieczorek discorda pogadać lubie grać gra coop online dbd warzone minecraft among ogolnie rzecz brać taniec różaniec mieć rok wrocka jarać cyberlunkiem móc doczekać fan wiedzmina rok życie traktować post człowiek gry itd,56,28,163,0,0,0,0,250,120,0.0,0.0,0.9093590650904972,143,0.30400000000000005,1,0,1,1
514," chłopy, jak radzicie sobie ze swoim życiem w czasach koronawirusa? bo szczerze mówiąc ja już czasami jestem done, przed pandemią podróżowałem sobie po całym świecie, chodziłem co tydzień na imprezki i poznawałem mnóstwo ludzi, w pracy nastały złote czasy, zacząłem korzystać na maxa z młodości, a teraz to wszystko jakby zostało zabrane, siedzę w domu, nie mam ochoty wychodzić, a nawet jak mam to nie mam za bardzo gdzie, nie chce za bardzo spotykać się ze znajomymi, bo martwię się o bliskich, cały czas jem, nie ćwiczę, obejrzałem już chyba wszystko na netflixie i czuje, że mi ucieka cała młodość, przeraża mnie myśl, że jestem coraz starszy i z wiekiem spoczywa na mnie więcej odpowiedzialności i obowiązków. Zacząłem tanczyc hiphop zajęcia są online. Zapisałem się na francuski zajecia odwołali. Czuję, że stoję w miejscu. Wyniosłem dużo dobrych rzeczy z tej pandemii, wiele się poprawiło, co nie zmienia faktu, że jedne z ważniejszych rzeczy, które robiłem w zyciu i sprawialy mi przyjemność uciekły. Martwie tez się o pracę. Nawet studia, które miałem od stycznia zaczynać za granicą na które czekałem wiele lat mi nie wypaliły. Możecie dawać jakieś tipy, bo już nawet premiera cyberpunk mnie nie zadowala i nie daje nadziei XD",chłop radzić swoim życie czas koronawirusa szczerze mówić czas done pandemia podróżować świat chodzić tydzień imprezka poznawać mnóstwo człowiek praca nastać złoty czas zacząć korzystać maxa młodość zostało zabrane siedzieć dom mieć ochota wychodzić mieć mieć chcieć spotykać znajomy martwić bliscy czas jeść ćwiczyć obejrzeć chyba netflixie czuć uciekać młodość przerażać myśl stary wieko spoczywać odpowiedzialność obowiązek zacząć tanczyc hiphop zajęcie online zapisać francuski zajecia odwołać czuć stać miejsce wynieść dobry rzecz pandemia poprawić zmieniać fakt ważny rzecz robić zyciu sprawialy przyjemność uciec Martew tez praca studium mieć styczeń zaczynać granica czekać rok wypalić móc dawać jakieś tipy premier cyberpunk zadowalać dawać nadzieja xd,47,0,34,0,0,15,0,98,148,0.0,0.0,0.9114650164023473,234,0.0,0,1,0,0
515," Siemka chłopy Czy to normalne że mając 17 lat mam takie jakby zmiany orientacji seksualnej ( jednego dnia wolę kobiety i mężczyzn tak samo, a drugiego już tylko mężczyzn)? Podejrzewam że jestem biseksualny ale jestem już zmęczony tymi zmiennościami, bo nie wiem kim jestem nie rozumiem reakcji swojego ciała w niektórych sytuacjach, czym jestem trochę przerażony, bo przez ostatnie 3 lata myślałem że jestem hetero nie mam zielonego pojęcia jak to wygląda w życiu być biseksualnym a nie mam też za bardzo z kim o tym pogadać, a już nie wiem co o tym wszystkim myśleć ...",Siemek chłopy normalny mieć rok mieć zmiana orientacja seksualny dzień woleć kobieta mężczyzna samo drugi mężczyzna podejrzewać biseksualny zmęczony tymi zmienność wiedzieć kim rozumieć reakcja swojego ciało niektórych sytuacja czym trochę przerażony ostatni rok myśleć hetera mieć zielony pojęcie wyglądać życie biseksualnym mieć kim pogadać wiedzieć myśleć,22,0,102,0,0,0,0,130,95,0.0,0.0,0.8867727957178893,105,0.5692307692307692,0,1,1,0
516," Siemka, ostatnio mam takie gorsze dni , potrzebuje pomocy , porady. Jak sprawdzić w czym jest się dobremu , co robić w życiu dalej , nie wiem co chce robić za te kilka lat. Zaraz mam egzamin zawodowy z ee09 niby chce go zdać ale nie wiąże z tym przyszłości więc nie wiem. Jak się uczę do niego to tak z niechęcią po prostu nie rozumiem pewnych rzeczy męczy mnie to . Czasami jak pomyśle w ciągu dnia o czymś to ta rzecz potrafi mi zjebać cały dzień , np o trzeba by się pouczyć angola i tak sobie myślę że mało umiem z angola i taka niechęć jest . I tak z wszystkiego a jak pomyśle o maturze to już w ogóle masakra . Nie wiem za co się zabrać . Dużo by pisać bez końca bym tak mógł , nie wiem czy by mi się nie przydał jakiś psycholog czy coś . Bym mógł tutaj napisać ale kto by chciał czytać to ? Dzięki za przeczytanie i ewentualną pomoc .",Siemek ostatnio mieć zły dzień potrzebować pomoc porada sprawdzić czym dobry robić życie wiedzieć chcieć robić rok zaraz mieć egzamin zawodowy niby chcieć zdać wiązać przyszłość wiedzieć uczyć niechęć prosty rozumieć pewnych rzecz męczyć czas pomysł ciąg dzień czymś rzecz potrafić zjebać dzienie np pouczyć angola myślić umieć angola niechęć wszystkiego pomysł matura ogół masakra wiedzieć zabrać pisać koniec móc wiedzieć przydać psycholog móc napisać chcieć czytać dzięki przeczytanie ewentualny pomoc,3,0,10,0,0,0,0,13,15,0.0,0.0,0.9095908017627977,177,0.5384615384615385,0,0,0,0
517," Czy zwykłym philipsem oneblade ogole sobie miejsca intymne bez zacięcia się? Mam bliznę pooperacyjną, co ruszyłem już ją raz zwykłą maszynką i nie chce więcej paniki z tego powodu.",zwykły philipsem oneblade ogole miejsce intymny zacięcie mieć blizna pooperacyjny ruszyć zwykły maszynka chcieć panika powód,9,0,0,1,0,0,0,10,55,0.0,0.0,0.8583603449180006,33,1.0,0,0,0,0
518," Siema, piszę poscik bo może ktoś przez coś podobnego przechodził i będzie mógł mi trochę pomoc, jakieś 2 miesiące temu przeprowadziłem się z rodzinnego miasta (Zamość, lubelskie) 600km do Wrocławia, wszyscy moi znajomi zostali w Zamościu, bądź też gdzieś powyjeżdżali, przeprowadziłem się tu z dziewczyną, ale mieszkanie wspólne zweryfikowało niektóre uczucia i rozstaliśmy się po prawie 2 latach związku, ona wróciła spowrotem bo nie miała tu żadnych zobowiązań, ja zostałem sam, bez nikogo, prócz siostry, z którą co prawda mam dobry kontakt ale do przyjaciela daleko, mam na głowie mieszkanie, prace, właściwie wszystko, lecz nie to jest najgorsze, czuję się serio fatalnie psychicznie, nie mam do kogo otworzyć buzi poza pracą, wjechały również obostrzenia, przez co wszystko jest już praktycznie zamknięte, z każdym dniem jest coraz gorzej, mam ochotę do niej napisać mimo tego, że wiem że to nie ma sensu i będę robił z siebie tylko debila, tracę ochotę na robienie czegokolwiek, staram się znaleźć zajęcie, ale kończy się na tym że nie mam motywacji by wstać w ogóle z łóżka, czuję się w chuj samotny bez kogokolwiek obok, nikt nie rozumie mojego problemu, bądź podchodzi do tego mega olewczo.. co zrobić w takiej sytuacji? ktoś przeżywał coś podobnego? z góry dzięki za pomoc",siema pisać poscik móc podobny przechodzić móc trochę pomoc jakieś miesiąc przeprowadzić rodzinny miasto zamość lubelski km Wrocław znajomy zostali Zamość bądź powyjeżdżać przeprowadzić dziewczyna mieszkanie wspólny zweryfikować niektóre uczucie rozstać rok związek wrócić spowrotem mieć zobowiązanie zostałem nikogo prócz siostra którą prawda mieć dobry kontakt przyjaciel mieć głowa mieszkanie praca właściwie zły czuć serio fatalnie psychicznie mieć kogo otworzyć buzia praca wjechać obostrzenie praktycznie zamknięty każdym dzień źle mieć ochota napisać wiedzieć mieć sens robić siebie debil tracić ochota robienie starać znaleźć zajęcie kończyć mieć motywacja wstać ogół łóżko czuć chuj samotny kogokolwiek nikt rozumieć mojego problem bądź podchodzić mega olewczo zrobić takiej sytuacja przeżywać podobny góra dzięki pomoc,7,0,73,0,0,0,0,83,60,0.0,0.0,0.9160845925750318,242,0.7590361445783131,0,0,0,0
